reference_skill,input
same_or_different,"What are the options if my daughter not got seat in IIT or NIT. At present she is under coaching in Allen, Kota. This year she is in class 11th.?"" and ""Who is won indutal medal?"""
same_or_different,"What is the best lesson we should learn from life?"" and ""What's the most important lesson about life?"""
same_or_different,"Who are the best technology recruiters in San Diego and Orange County?"" and ""Which are the best recruiters for technology executives in the san diego Area?"""
same_or_different,"What is the best answer to what's up?"" and ""What is the best answer for 'Hmmm'?"""
same_or_different,"If Trump were elected, would he pardon Edward Snowden?"" and ""What is Trump's take on Edward Snowden?"""
same_or_different,"What would be the scenario of COE placement in Thapar University by 2020 considering the no. of students from CAG and CML too getting pushed in COE?"" and ""I got selected in Infosys via campus placement in September 2015 and received my letter of intent in June 2016. When can I expect the offer letter?"""
same_or_different,"How do I draw bending moment and shear force diagram for beams?"" and ""How do I draw shear force and bending moment diagrams (strength of materials)?"""
same_or_different,"Is there such a thing as a political center? How does it look like and can it be achieved?"" and ""There is a good looking guy that acts like he is by boyfriend and that we have a thing. What does it mean?"""
same_or_different,"What would happen if water disappeared from the earth?"" and ""What would happen if ants disappeared from the Earth?"""
same_or_different,"What was your weirdest childhood interest?"" and ""Who are some artists with interesting or inspiring childhoods?"""
same_or_different,"What's the easiest way to learn Java programs?"" and ""What is the easiest way to learn java programming?"""
same_or_different,"""Is """"rightness"""" just a judgment of an observer or is it ever a property of an action?"""" and ""Does the end justify the means?"""
same_or_different,"Bihar assembly election 2015: why the NDA- led government was not successful in their approach. In future what things should they keep in mind so that they don't make the same mistake again?"" and ""Will Narendra Modi win 400+ seat in L S 2019 ?"""
same_or_different,"What are the best websites for entrepreneurs?"" and ""What are the best websites for entrepreneur?"""
same_or_different,"What is the National nanotechnology initiative?"" and ""What is the lead time for SSN4EGS411 board?"""
same_or_different,"Chown: invalid user: ‘ubuntu: ubuntu’?"" and ""Do any popular Quorans gain financially through Quora?"""
same_or_different,"What are overlap lengths for columns, beam, slab etc?"" and ""What is the length of rebars on beams between slabs?"""
